,TS,ital,költség
23271,2020-12-31 12:33:41,Thai Coffee,5.5
23272,2020-12-25 18:38:46,Honey Bee,3.0
23273,2020-12-27 18:41:55,Rum Sour,5.5
23274,2020-12-27 08:44:58,Dry Martini,8.0
23275,2020-12-29 04:29:50,Long Island Tea,8.0
23276,2020-12-27 04:19:04,Homemade Kahlua,6.5
23277,2020-12-26 17:52:48,Orgasm,5.15
23278,2020-12-30 17:10:42,Russian Spring Punch,7.5
23279,2020-12-31 07:34:37,Margarita,7.5
23280,2020-12-29 01:49:23,The Philosopher,5.15
23281,2020-12-31 02:10:56,Pysch Vitamin Light,6.5
23282,2020-12-31 00:46:09,Rum Toddy,4.2
23283,2020-12-31 11:31:29,Imperial Cocktail,4.99
23284,2020-12-31 06:05:48,French Negroni,2.99
23285,2020-12-30 23:25:08,Vesuvio,3.0
23286,2020-12-30 11:02:54,The Philosopher,5.15
23287,2020-12-30 22:12:45,Quick-sand,4.0
23288,2020-12-30 04:17:11,Japanese Fizz,4.0
23289,2020-12-30 22:14:55,Imperial Cocktail,4.99
23290,2020-12-25 17:19:59,Irish Curdling Cow,2.99
23291,2020-12-26 08:51:00,Sea breeze,8.0
23292,2020-12-30 00:44:47,Shot-gun,7.5
23293,2020-12-29 13:58:11,English Highball,7.5
23294,2020-12-30 19:13:00,Manhattan,4.2
23295,2020-12-27 22:04:21,Frosé,2.99
23296,2020-12-29 00:15:45,Imperial Cocktail,4.99
23297,2020-12-26 00:26:16,Mocha-Berry,8.0
23298,2020-12-30 17:59:25,Chocolate Milk,5.15
23299,2020-12-31 11:29:32,Hawaiian Cocktail,6.5
23300,2020-12-30 10:50:31,Hawaiian Cocktail,6.5
23301,2020-12-27 13:10:42,Gin Tonic,6.5
23302,2020-12-26 09:00:09,Caipirinha,3.5
23303,2020-12-29 13:13:48,Dark Caipirinha,2.99
23304,2020-12-28 08:42:58,B-53,5.15
23305,2020-12-27 08:06:32,Quentin,3.5
23306,2020-12-29 21:21:16,Sangria,3.5
23307,2020-12-30 06:26:10,Casino Royale,11.0
23308,2020-12-28 01:14:28,Cuba Libre,4.2
23309,2020-12-28 06:01:00,B-53,5.15
23310,2020-12-26 16:54:31,Afternoon,3.0
23311,2020-12-27 05:18:08,Egg Nog - Healthy,11.0
23312,2020-12-31 15:15:51,Mai Tai,11.0
23313,2020-12-27 03:59:53,Margarita,7.5
23314,2020-12-30 22:50:20,Boston Sour,5.0
23315,2020-12-26 06:07:03,Mulled Wine,11.0
23316,2020-12-31 03:58:11,Long Island Tea,8.0
23317,2020-12-30 12:17:30,Vesuvio,3.0
23318,2020-12-27 02:52:11,Jackhammer,3.5
23319,2020-12-31 07:05:15,Hawaiian Cocktail,6.5
23320,2020-12-27 20:23:37,Long Island Tea,8.0
23321,2020-12-27 18:59:43,Vesuvio,3.0
23322,2020-12-27 02:13:14,Dirty Nipple,3.5
23323,2020-12-29 19:19:11,Mojito Extra,3.5
23324,2020-12-27 11:14:01,Margarita,7.5
23325,2020-12-27 20:59:23,Mai Tai,11.0
23326,2020-12-25 21:50:42,Grim Reaper,4.0
23327,2020-12-29 08:28:22,Orange Crush,5.5
23328,2020-12-29 08:20:58,Victor,4.2
23329,2020-12-30 15:11:53,Gin Tonic,6.5
23330,2020-12-29 01:46:12,Greyhound,4.99
23331,2020-12-30 03:05:39,Grand Blue,11.0
23332,2020-12-28 04:55:52,Corpse Reviver,5.15
23333,2020-12-27 02:41:27,Yellow Bird,8.0
23334,2020-12-26 13:12:49,Godchild,7.5
23335,2020-12-30 11:25:19,Clover Club,4.99
23336,2020-12-29 01:58:09,Manhattan,4.2
23337,2020-12-27 10:32:28,Kurant Tea,3.0
23338,2020-12-25 16:22:39,Margarita,7.5
23339,2020-12-26 09:57:19,Paradise,4.2
23340,2020-12-29 15:17:34,Vodka Martini,4.2
23341,2020-12-26 18:13:04,Affinity,2.99
23342,2020-12-28 09:35:37,Long Island Tea,8.0
23343,2020-12-28 06:28:46,Honey Bee,3.0
23344,2020-12-27 14:35:17,Manhattan,4.2
23345,2020-12-26 06:48:04,Jelly Bean,3.0
23346,2020-12-28 08:26:33,Limona Corona,4.2
23347,2020-12-31 11:13:13,Pysch Vitamin Light,6.5
23348,2020-12-26 13:47:22,Hawaiian Cocktail,6.5
23349,2020-12-31 01:42:09,Fruit Cooler,8.0
23350,2020-12-29 11:18:35,Imperial Cocktail,4.99
23351,2020-12-30 07:14:07,Long Island Tea,8.0
23352,2020-12-27 08:14:38,The Laverstoke,7.5
23353,2020-12-29 22:40:53,Limona Corona,4.2
23354,2020-12-27 06:08:23,Irish Curdling Cow,2.99
23355,2020-12-26 20:48:50,Munich Mule,12.0
23356,2020-12-28 02:41:05,Sweet Tooth,2.99
23357,2020-12-25 18:29:17,Lassi - Sweet,8.0
23358,2020-12-29 19:30:05,Corpse Reviver,5.15
23359,2020-12-29 20:48:39,Thai Iced Coffee,4.2
23360,2020-12-26 05:42:26,Lassi - Sweet,8.0
23361,2020-12-31 07:38:08,Jelly Bean,3.0
23362,2020-12-26 12:42:27,Sweet Sangria,4.0
23363,2020-12-29 18:02:20,Casino,6.5
23364,2020-12-31 00:45:21,Godchild,7.5
23365,2020-12-28 02:27:33,Snowball,11.0
23366,2020-12-29 19:17:26,Broadside,5.5
23367,2020-12-27 01:22:16,Rusty Nail,4.0
23368,2020-12-30 01:30:54,Lone Tree Cooler,5.5
23369,2020-12-31 10:38:56,Margarita,7.5
23370,2020-12-30 17:04:20,Old Fashioned,5.5
23371,2020-12-26 04:17:30,Sol Y Sombra,5.15
23372,2020-12-31 11:46:52,Citrus Coke,5.15
23373,2020-12-29 11:26:31,Kool-Aid Slammer,3.0
23374,2020-12-27 19:59:29,Hawaiian Cocktail,6.5
23375,2020-12-30 17:47:59,Margarita,7.5
23376,2020-12-26 14:27:28,Casino,6.5
23377,2020-12-30 21:16:38,Death in the Afternoon,4.0
23378,2020-12-31 03:56:34,Thai Coffee,5.5
23379,2020-12-29 03:22:14,Imperial Cocktail,4.99
23380,2020-12-30 14:20:55,Hemingway Special,3.5
23381,2020-12-26 19:39:14,Godfather,6.5
23382,2020-12-28 08:05:15,Thai Iced Coffee,4.2
23383,2020-12-29 01:50:53,Jack's Vanilla Coke,6.5
23384,2020-12-30 12:47:39,Fruit Shake,5.5
23385,2020-12-27 03:27:41,Imperial Cocktail,4.99
23386,2020-12-27 07:27:23,Ziemes Martini Apfelsaft,4.0
23387,2020-12-29 22:52:42,Negroni,2.99
23388,2020-12-29 05:44:04,Long Island Tea,8.0
23389,2020-12-31 07:00:46,Cosmopolitan,2.99
23390,2020-12-29 00:09:40,Valencia Cocktail,5.5
23391,2020-12-26 02:53:59,A. J.,11.0
23392,2020-12-26 03:27:15,Royal Gin Fizz,7.5
23393,2020-12-30 03:29:00,Espresso Martini,11.0
23394,2020-12-26 10:40:08,Frosé,2.99
23395,2020-12-25 16:13:24,Bramble,4.2
23396,2020-12-31 02:50:24,Thai Iced Coffee,4.2
23397,2020-12-29 17:10:09,Imperial Cocktail,4.99
23398,2020-12-30 14:45:50,Porto flip,4.99
23399,2020-12-29 01:19:39,Manhattan,4.2
23400,2020-12-26 14:25:18,Manhattan,4.2
23401,2020-12-29 06:43:25,Vampiro,11.0
23402,2020-12-26 12:39:42,Kiwi Papaya Smoothie,5.15
23403,2020-12-27 13:32:11,Hawaiian Cocktail,6.5
23404,2020-12-28 17:42:03,Long Island Tea,8.0
23405,2020-12-26 00:48:43,Rusty Nail,4.0
23406,2020-12-31 13:01:57,Hemingway Special,3.5
23407,2020-12-31 11:36:27,Imperial Cocktail,4.99
23408,2020-12-28 17:33:42,Hawaiian Cocktail,6.5
23409,2020-12-25 21:52:55,Margarita,7.5
23410,2020-12-29 05:47:43,Gimlet,4.2
23411,2020-12-29 01:45:12,Horse's Neck,7.5
23412,2020-12-26 22:44:11,Owen's Grandmother's Revenge,8.0
23413,2020-12-28 14:38:34,GG,12.0
23414,2020-12-27 21:50:46,Mango Mojito,7.5
23415,2020-12-29 20:01:55,Manhattan,4.2
23416,2020-12-28 07:10:07,Hawaiian Cocktail,6.5
23417,2020-12-25 18:27:48,Bellini,2.99
23418,2020-12-29 15:26:42,Kill the cold Smoothie,11.0
23419,2020-12-30 00:16:05,Radioactive Long Island Iced Tea,7.5
23420,2020-12-31 00:28:53,Yoghurt Cooler,3.5
23421,2020-12-29 23:37:22,Zippy's Revenge,5.0
23422,2020-12-27 23:39:18,Death in the Afternoon,4.0
23423,2020-12-31 06:16:04,Manhattan,4.2
23424,2020-12-29 09:32:29,Horse's Neck,7.5
23425,2020-12-27 05:27:10,Veteran,8.0
23426,2020-12-28 08:19:31,Margarita,7.5
23427,2020-12-30 08:30:12,Jitterbug,4.0
23428,2020-12-26 03:29:55,Margarita,7.5
23429,2020-12-31 04:46:50,Imperial Cocktail,4.99
23430,2020-12-27 01:44:21,Munich Mule,12.0
23431,2020-12-30 19:01:02,Veteran,8.0
23432,2020-12-27 23:58:46,Long Island Tea,8.0
23433,2020-12-31 03:55:24,Karsk,11.0
23434,2020-12-31 18:05:46,Owen's Grandmother's Revenge,8.0
23435,2020-12-31 19:55:25,Hawaiian Cocktail,6.5
23436,2020-12-29 04:09:26,Mint Julep,8.0
23437,2020-12-29 23:33:08,Radioactive Long Island Iced Tea,7.5
23438,2020-12-28 02:26:08,Hawaiian Cocktail,6.5
23439,2020-12-29 11:50:25,Fahrenheit 5000,2.99
23440,2020-12-28 09:46:53,Long Island Tea,8.0
23441,2020-12-27 05:41:44,H.D.,7.5
23442,2020-12-31 00:08:37,Sol Y Sombra,5.15
23443,2020-12-28 11:43:30,Margarita,7.5
23444,2020-12-28 03:13:34,Irish Coffee,7.5
23445,2020-12-28 07:07:19,Kiwi Papaya Smoothie,5.15
23446,2020-12-31 10:18:34,Affinity,2.99
23447,2020-12-29 21:48:12,Citrus Coke,5.15
23448,2020-12-27 12:22:48,Shot-gun,7.5
23449,2020-12-27 13:01:06,Old Fashioned,5.5
23450,2020-12-26 07:45:00,Manhattan,4.2
23451,2020-12-30 18:02:16,Coffee Liqueur,5.5
23452,2020-12-30 10:02:26,Owen's Grandmother's Revenge,8.0
23453,2020-12-29 14:41:14,Cuba Libre,4.2
23454,2020-12-25 16:35:47,Winter Rita,5.5
23455,2020-12-29 17:10:51,Margarita,7.5
23456,2020-12-27 12:51:01,Dry Rob Roy,5.5
23457,2020-12-31 17:50:53,Cuba Libre,4.2
23458,2020-12-29 06:43:28,Long Island Tea,8.0
23459,2020-12-26 00:59:24,Paradise,4.2
23460,2020-12-25 20:53:16,Dark Caipirinha,2.99
23461,2020-12-27 05:21:31,Holloween Punch,4.2
23462,2020-12-26 17:33:32,Corpse Reviver,5.15
23463,2020-12-26 10:49:58,Grasshopper,4.99
23464,2020-12-28 18:59:59,Flying Scotchman,12.0
23465,2020-12-29 12:20:54,Sweet Sangria,4.0
23466,2020-12-27 22:28:14,Dry Martini,8.0
23467,2020-12-26 00:34:29,Broadside,5.5
23468,2020-12-31 08:56:03,Imperial Cocktail,4.99
23469,2020-12-28 17:11:00,Manhattan,4.2
23470,2020-12-26 09:07:57,Cosmopolitan,2.99
23471,2020-12-27 22:17:07,Hemingway Special,3.5
23472,2020-12-27 06:23:52,Margarita,7.5
23473,2020-12-31 01:45:23,Lemon Drop,2.99
23474,2020-12-28 01:51:00,Long Island Tea,8.0
23475,2020-12-27 17:22:23,Artillery,3.5
23476,2020-12-25 16:51:20,Caipirinha,3.5
23477,2020-12-30 01:20:14,Mai Tai,11.0
23478,2020-12-29 04:02:08,Gin Fizz,2.99
23479,2020-12-27 03:56:37,Zimadori Zinger,12.0
23480,2020-12-31 12:03:47,Tuxedo Cocktail,12.0
23481,2020-12-29 07:42:48,Artillery,3.5
23482,2020-12-31 07:09:20,After sex,7.5
23483,2020-12-26 17:13:21,Orange Oasis,4.99
23484,2020-12-30 21:34:16,Queen Charlotte,8.0
23485,2020-12-31 21:29:06,Mint Julep,8.0
23486,2020-12-26 03:36:50,Imperial Cocktail,4.99
23487,2020-12-28 05:12:55,Margarita,7.5
23488,2020-12-29 23:55:12,Victor,4.2
23489,2020-12-27 05:28:20,Rum Punch,3.5
23490,2020-12-29 17:31:34,Halloween Punch,8.0
23491,2020-12-31 13:03:23,Sidecar,11.0
23492,2020-12-31 10:45:24,Bijou,4.0
23493,2020-12-28 16:59:04,Flying Dutchman,6.5
23494,2020-12-28 19:26:18,Sidecar,11.0
23495,2020-12-26 15:39:41,Orange Crush,5.5
23496,2020-12-29 03:00:38,Danbooka,4.99
23497,2020-12-26 07:46:09,Monkey Gland,11.0
23498,2020-12-31 08:46:15,Frozen Daiquiri,4.99
23499,2020-12-29 06:51:58,Irish Coffee,7.5
23500,2020-12-25 21:34:14,Victory Collins,7.5
23501,2020-12-27 00:19:26,Ipamena,2.99
23502,2020-12-27 00:34:13,Lone Tree Cooler,5.5
23503,2020-12-30 18:58:27,Holloween Punch,4.2
23504,2020-12-26 20:20:03,Horse's Neck,7.5
23505,2020-12-28 21:06:17,Vesuvio,3.0
23506,2020-12-31 06:51:24,Irish Coffee,7.5
23507,2020-12-27 20:23:28,Snowball,11.0
23508,2020-12-28 11:57:42,Cream Soda,5.15
23509,2020-12-27 12:38:44,Grizzly Bear,12.0
23510,2020-12-26 11:44:52,Hawaiian Cocktail,6.5
23511,2020-12-27 01:50:45,Munich Mule,12.0
23512,2020-12-31 20:32:42,Manhattan,4.2
23513,2020-12-30 23:38:27,Radioactive Long Island Iced Tea,7.5
23514,2020-12-26 00:31:55,Hawaiian Cocktail,6.5
23515,2020-12-28 22:55:04,Margarita,7.5
23516,2020-12-30 11:43:22,Affinity,2.99
23517,2020-12-26 13:13:46,City Slicker,4.0
23518,2020-12-31 15:11:21,Mojito,5.5
23519,2020-12-26 17:15:59,White Lady,6.5
23520,2020-12-26 18:58:57,Grim Reaper,4.0
23521,2020-12-30 22:08:38,Dry Martini,8.0
23522,2020-12-29 08:53:35,Death in the Afternoon,4.0
23523,2020-12-28 18:21:20,Queen Charlotte,8.0
23524,2020-12-29 11:38:20,Imperial Cocktail,4.99
23525,2020-12-29 12:14:12,Casino Royale,11.0
23526,2020-12-31 13:29:21,Port Wine Flip,5.0
23527,2020-12-27 04:55:22,Munich Mule,12.0
23528,2020-12-26 23:32:01,Negroni,2.99
23529,2020-12-29 10:11:22,Grasshopper,4.99
23530,2020-12-27 23:54:02,Grasshopper,4.99
23531,2020-12-26 05:47:06,Flying Dutchman,6.5
23532,2020-12-31 23:22:18,Gin Fizz,2.99
23533,2020-12-30 17:32:32,Lord And Lady,8.0
23534,2020-12-29 13:14:35,Gimlet,4.2
23535,2020-12-31 02:51:17,Manhattan,4.2
23536,2020-12-25 20:36:54,Imperial Cocktail,4.99
23537,2020-12-30 10:24:38,Penicillin,5.0
23538,2020-12-30 05:23:30,Dark Caipirinha,2.99
23539,2020-12-27 21:17:23,A. J.,11.0
23540,2020-12-27 07:09:05,Planter’s Punch,8.0
23541,2020-12-29 12:19:25,Allegheny,7.5
23542,2020-12-27 20:06:53,Frappé,3.0
23543,2020-12-27 01:10:19,Dirty Martini,2.99
23544,2020-12-25 19:46:44,Margarita,7.5
23545,2020-12-31 17:17:37,Hawaiian Cocktail,6.5
23546,2020-12-31 21:03:49,Imperial Cocktail,4.99
23547,2020-12-30 07:26:18,Grasshopper,4.99
23548,2020-12-30 11:54:22,Pysch Vitamin Light,6.5
23549,2020-12-28 02:58:08,Halloween Punch,8.0
23550,2020-12-29 14:47:17,Bramble,4.2
23551,2020-12-28 22:17:46,Manhattan,4.2
23552,2020-12-26 12:15:00,Margarita,7.5
23553,2020-12-30 00:55:22,Godfather,6.5
23554,2020-12-30 09:35:49,Bloody Mary,5.5
23555,2020-12-29 03:08:52,Long Island Tea,8.0
23556,2020-12-26 20:13:08,Kill the cold Smoothie,11.0
23557,2020-12-26 00:32:09,Casino,6.5
23558,2020-12-29 15:34:01,Oatmeal Cookie,4.99
23559,2020-12-31 21:17:40,Imperial Cocktail,4.99
23560,2020-12-30 14:50:33,Winter Rita,5.5
23561,2020-12-29 17:18:44,Hawaiian Cocktail,6.5
23562,2020-12-26 17:19:35,Long Island Tea,8.0
23563,2020-12-27 08:45:34,Rum Cooler,4.99
23564,2020-12-30 20:09:04,Bramble,4.2
23565,2020-12-26 09:54:00,Sidecar,11.0
23566,2020-12-26 11:35:39,Thai Iced Coffee,4.2
23567,2020-12-28 10:47:57,Old Fashioned,5.5
23568,2020-12-28 14:19:33,Imperial Cocktail,4.99
23569,2020-12-30 11:51:15,Winter Rita,5.5
23570,2020-12-30 19:42:01,Hawaiian Cocktail,6.5
23571,2020-12-27 12:51:13,Hawaiian Cocktail,6.5
23572,2020-12-26 22:09:07,Valencia Cocktail,5.5
23573,2020-12-27 14:15:53,Chocolate Milk,5.15
23574,2020-12-26 04:04:36,Radioactive Long Island Iced Tea,7.5
23575,2020-12-28 04:24:59,Orgasm,5.15
23576,2020-12-28 16:03:12,Imperial Cocktail,4.99
23577,2020-12-26 13:24:59,Imperial Cocktail,4.99
23578,2020-12-26 15:06:12,Thai Coffee,5.5
23579,2020-12-30 07:53:54,Dark Caipirinha,2.99
23580,2020-12-29 03:31:06,Long Island Iced Tea,3.0
23581,2020-12-30 00:28:51,Hawaiian Cocktail,6.5
23582,2020-12-26 03:55:56,Imperial Cocktail,4.99
23583,2020-12-25 18:19:15,Grasshopper,4.99
23584,2020-12-28 14:37:15,Imperial Cocktail,4.99
23585,2020-12-28 13:55:58,Jack's Vanilla Coke,6.5
23586,2020-12-30 11:03:12,Waikiki Beachcomber,5.5
23587,2020-12-28 20:47:23,Hunter's Moon,3.0
23588,2020-12-29 20:28:15,Chocolate Milk,5.15
23589,2020-12-26 18:35:35,Orgasm,5.15
23590,2020-12-28 22:19:56,Bloody Mary,5.5
23591,2020-12-29 23:24:47,Long Island Iced Tea,3.0
23592,2020-12-29 20:37:32,Yoghurt Cooler,3.5
23593,2020-12-26 05:29:38,Thai Iced Coffee,4.2
23594,2020-12-27 18:07:23,Dry Martini,8.0
23595,2020-12-30 19:41:05,Imperial Cocktail,4.99
23596,2020-12-26 18:19:03,Yoghurt Cooler,3.5
23597,2020-12-28 01:47:52,Grizzly Bear,12.0
23598,2020-12-30 09:03:50,Rusty Nail,4.0
23599,2020-12-28 12:02:25,Zizi Coin-coin,5.0
23600,2020-12-27 08:35:53,Imperial Cocktail,4.99
23601,2020-12-29 04:18:11,Imperial Cocktail,4.99
23602,2020-12-29 03:39:31,Imperial Cocktail,4.99
23603,2020-12-29 09:12:03,Scooter,12.0
23604,2020-12-26 08:18:37,Lone Tree Cooler,5.5
23605,2020-12-28 17:38:51,Thai Iced Coffee,4.2
23606,2020-12-30 03:39:54,Fahrenheit 5000,2.99
23607,2020-12-28 20:22:38,Hawaiian Cocktail,6.5
23608,2020-12-29 04:39:30,Sweet Tooth,2.99
23609,2020-12-29 15:19:23,Long Island Iced Tea,3.0
23610,2020-12-27 09:55:26,Munich Mule,12.0
23611,2020-12-31 08:55:01,Clover Club,4.99
23612,2020-12-30 01:35:45,Cuba Libre,4.2
23613,2020-12-29 19:13:27,Margarita,7.5
23614,2020-12-27 14:11:37,Hawaiian Cocktail,6.5
23615,2020-12-31 05:43:21,Margarita,7.5
23616,2020-12-29 00:53:37,Long Island Iced Tea,3.0
23617,2020-12-28 10:49:03,Kool-Aid Slammer,3.0
23618,2020-12-31 03:59:06,Dry Rob Roy,5.5
23619,2020-12-27 23:55:49,Jack's Vanilla Coke,6.5
23620,2020-12-30 13:46:40,Karsk,11.0
23621,2020-12-30 07:27:30,Manhattan,4.2
23622,2020-12-31 10:37:33,Long Island Tea,8.0
23623,2020-12-28 21:00:19,Paradise,4.2
23624,2020-12-26 22:01:39,Long Island Tea,8.0
23625,2020-12-30 16:05:13,Flaming Lamborghini,3.0
23626,2020-12-30 04:41:14,Hawaiian Cocktail,6.5
23627,2020-12-31 16:25:54,Frappé,3.0
23628,2020-12-28 07:04:56,Cream Soda,5.15
23629,2020-12-28 21:14:34,Paradise,4.2
23630,2020-12-27 19:20:36,Creme de Menthe,3.5
23631,2020-12-29 05:06:36,French Negroni,2.99
23632,2020-12-31 22:52:58,Hawaiian Cocktail,6.5
23633,2020-12-29 01:19:05,Fruit Cooler,8.0
23634,2020-12-28 03:31:23,Sweet Sangria,4.0
23635,2020-12-30 09:23:39,Bora Bora,2.99
23636,2020-12-29 15:19:32,Chocolate Drink,12.0
23637,2020-12-27 05:41:18,Imperial Cocktail,4.99
23638,2020-12-29 14:37:58,Frisco Sour,4.0
23639,2020-12-30 17:27:38,Yoghurt Cooler,3.5
23640,2020-12-31 21:01:51,Jackhammer,3.5
23641,2020-12-27 17:26:56,Zimadori Zinger,12.0
23642,2020-12-27 11:54:30,Dark Caipirinha,2.99
23643,2020-12-28 23:52:38,Egg Cream,4.99
23644,2020-12-26 06:26:10,Kurant Tea,3.0
23645,2020-12-30 07:12:06,Sidecar,11.0
23646,2020-12-27 11:10:09,Waikiki Beachcomber,5.5
23647,2020-12-31 22:52:43,Zippy's Revenge,5.0
23648,2020-12-29 09:17:00,Pysch Vitamin Light,6.5
23649,2020-12-30 18:14:42,Jack's Vanilla Coke,6.5
23650,2020-12-31 19:26:40,Espresso Martini,11.0
23651,2020-12-26 16:43:48,Halloween Punch,8.0
23652,2020-12-29 17:48:06,Long Island Tea,8.0
23653,2020-12-30 02:40:56,Vampiro,11.0
23654,2020-12-30 08:21:11,Zorbatini,4.2
23655,2020-12-29 18:28:56,Vesuvio,3.0
23656,2020-12-30 21:22:27,Whitecap Margarita,4.99
23657,2020-12-31 09:03:03,Frosé,2.99
23658,2020-12-28 01:24:26,Casino,6.5
23659,2020-12-31 23:12:01,Mudslinger,11.0
23660,2020-12-29 16:08:49,Margarita,7.5
23661,2020-12-27 01:25:32,Limona Corona,4.2
23662,2020-12-28 06:56:21,Dry Martini,8.0
23663,2020-12-31 12:15:59,Long Island Tea,8.0
23664,2020-12-29 19:06:45,Frosé,2.99
23665,2020-12-26 11:21:10,Veteran,8.0
23666,2020-12-26 13:50:19,Lone Tree Cooler,5.5
23667,2020-12-28 23:34:58,Manhattan,4.2
23668,2020-12-31 21:49:49,Tequila Sour,5.15
23669,2020-12-27 03:01:54,Margarita,7.5
23670,2020-12-28 14:05:21,Mocha-Berry,8.0
23671,2020-12-28 14:02:06,Munich Mule,12.0
23672,2020-12-31 14:00:24,Hawaiian Cocktail,6.5
23673,2020-12-26 08:45:26,Hawaiian Cocktail,6.5
23674,2020-12-30 05:12:12,Egg Nog - Healthy,11.0
23675,2020-12-29 11:46:03,Death in the Afternoon,4.0
23676,2020-12-28 14:33:43,Broadside,5.5
23677,2020-12-29 00:05:19,Iced Coffee Fillip,5.0
23678,2020-12-27 16:21:39,Hawaiian Cocktail,6.5
23679,2020-12-30 13:37:32,Margarita,7.5
23680,2020-12-31 08:15:58,Shot-gun,7.5
23681,2020-12-30 01:46:26,Vampiro,11.0
23682,2020-12-31 17:06:50,Bora Bora,2.99
23683,2020-12-27 22:25:43,Imperial Cocktail,4.99
23684,2020-12-30 04:01:19,GG,12.0
23685,2020-12-25 19:37:21,Victory Collins,7.5
23686,2020-12-31 14:02:11,Figgy Thyme,3.0
23687,2020-12-28 11:37:53,Tom Collins,5.5
23688,2020-12-30 14:11:47,Rum Sour,5.5
23689,2020-12-30 01:55:13,Mint Julep,8.0
23690,2020-12-30 02:27:36,Bubble Gum,3.0
23691,2020-12-31 16:37:09,Hemingway Special,3.5
23692,2020-12-28 03:12:41,After sex,7.5
23693,2020-12-27 15:46:24,Bellini,2.99
23694,2020-12-31 05:56:22,Grim Reaper,4.0
23695,2020-12-26 00:20:56,Grim Reaper,4.0
23696,2020-12-28 13:21:14,Porto flip,4.99
23697,2020-12-29 01:03:20,Vesuvio,3.0
23698,2020-12-30 23:47:59,Margarita,7.5
23699,2020-12-31 19:42:55,Margarita,7.5
23700,2020-12-28 00:16:53,Mango Mojito,7.5
23701,2020-12-29 22:23:05,Bora Bora,2.99
23702,2020-12-31 05:25:34,Honey Bee,3.0
23703,2020-12-26 10:42:38,Bijou,4.0
23704,2020-12-29 15:42:41,Irish Curdling Cow,2.99
23705,2020-12-30 04:55:05,Oatmeal Cookie,4.99
23706,2020-12-30 00:08:10,Rusty Nail,4.0
23707,2020-12-30 05:26:57,Jelly Bean,3.0
23708,2020-12-26 21:09:19,After sex,7.5
23709,2020-12-28 13:39:16,Barracuda,4.2
23710,2020-12-27 03:29:28,Chocolate Milk,5.15
23711,2020-12-26 21:15:52,Vodka And Tonic,11.0
23712,2020-12-29 01:10:56,Cosmopolitan,2.99
23713,2020-12-29 15:32:17,Bramble,4.2
23714,2020-12-31 15:16:00,Sidecar,11.0
23715,2020-12-26 19:54:02,Manhattan,4.2
23716,2020-12-30 12:36:14,Bijou,4.0
23717,2020-12-29 18:35:35,Thai Coffee,5.5
23718,2020-12-27 11:37:09,B-53,5.15
23719,2020-12-31 22:47:51,Thai Iced Coffee,4.2
23720,2020-12-31 10:24:00,Margarita,7.5
23721,2020-12-31 04:04:25,Long Island Tea,8.0
23722,2020-12-26 15:10:55,Jack's Vanilla Coke,6.5
23723,2020-12-30 16:48:26,Bubble Gum,3.0
23724,2020-12-30 04:06:00,Passion Fruit Martini,2.99
23725,2020-12-28 04:37:05,Imperial Cocktail,4.99
23726,2020-12-28 03:57:18,Bellini,2.99
23727,2020-12-27 04:45:26,Bellini,2.99
23728,2020-12-26 14:02:57,Coffee-Vodka,2.99
23729,2020-12-26 14:58:14,Manhattan,4.2
23730,2020-12-26 21:30:54,Long Island Iced Tea,3.0
23731,2020-12-28 09:23:12,Zizi Coin-coin,5.0
23732,2020-12-26 17:12:16,Long Island Iced Tea,3.0
23733,2020-12-29 09:07:40,Egg Nog - Healthy,11.0
23734,2020-12-30 00:56:18,Casa Blanca,5.15
23735,2020-12-30 09:13:41,Lassi Raita,6.5
23736,2020-12-31 06:12:48,Kool-Aid Slammer,3.0
23737,2020-12-27 07:33:37,Sweet Tooth,2.99
23738,2020-12-27 22:37:33,Mudslinger,11.0
23739,2020-12-27 23:22:22,Frosé,2.99
23740,2020-12-28 05:02:03,Long Island Tea,8.0
23741,2020-12-26 21:50:38,Gimlet,4.2
23742,2020-12-30 04:56:23,Fahrenheit 5000,2.99
23743,2020-12-30 06:50:08,Grass Skirt,2.99
23744,2020-12-30 16:15:14,Afternoon,3.0
23745,2020-12-27 16:39:11,Bora Bora,2.99
23746,2020-12-31 08:02:12,Imperial Cocktail,4.99
23747,2020-12-27 00:42:42,Clover Club,4.99
23748,2020-12-25 23:33:22,Sweet Tooth,2.99
23749,2020-12-30 23:53:35,Frappé,3.0
23750,2020-12-29 06:39:23,Iced Coffee Fillip,5.0
23751,2020-12-28 07:20:07,Mint Julep,8.0
23752,2020-12-30 09:37:18,Hunter's Moon,3.0
23753,2020-12-27 08:53:02,Egg Nog - Healthy,11.0
23754,2020-12-30 11:42:25,French Negroni,2.99
23755,2020-12-28 22:00:09,Mocha-Berry,8.0
23756,2020-12-29 12:20:03,Margarita,7.5
23757,2020-12-29 02:18:10,Mulled Wine,11.0
23758,2020-12-30 00:27:09,Imperial Cocktail,4.99
23759,2020-12-29 05:47:39,Honey Bee,3.0
23760,2020-12-30 02:57:29,Grass Skirt,2.99
23761,2020-12-29 18:51:07,Manhattan,4.2
23762,2020-12-31 06:25:21,Flaming Lamborghini,3.0
23763,2020-12-27 17:58:46,Victor,4.2
23764,2020-12-28 20:57:33,Orgasm,5.15
23765,2020-12-26 17:55:49,Adam,3.5
23766,2020-12-31 22:44:34,Waikiki Beachcomber,5.5
23767,2020-12-31 00:38:39,Kurant Tea,3.0
